date,title,subtitle,url,slug,audience,word_count,auth_ok,is_paywalled,error
2026-03-25,"Whitepaper, Hoy",Inversiones de Arca Continental; Commando en España; Dollarcity; Codere; Minera Autlán; stock options en Meta; acción de Pop Mart; Home Depot y HVAC; ON; Spotlight en Koenigsegg,https://www.whitepaper.mx/p/whitepaper-hoy-6ad,whitepaper-hoy-6ad,only_paid,1318,True,False,
2026-03-24,"Whitepaper, Hoy",Virbac; las comisiones de las tarjetas; desempeño de Samsonite; la inversión de Nestlé; Polymershapes; Bulkmatic; ByteDance; OnlyFans; utilidades de Revolut; las baterías de CATL; $15M para el padel,https://www.whitepaper.mx/p/whitepaper-hoy-8cf,whitepaper-hoy-8cf,only_paid,1279,True,False,
2026-03-23,"Whitepaper, Hoy",Unilever; América Móvil; Zegna en México; nuevos CFOs y movimientos clave; Jollibee; Tupy; centros comerciales de EUA; podcasts; eventos de las empresas de AI; Danone y Huel; comprando en el crucero,https://www.whitepaper.mx/p/whitepaper-hoy-0d4,whitepaper-hoy-0d4,only_paid,1310,True,False,
2026-03-20,"Whitepaper, Hoy",McDonald’s en México; Cinemex; Spin; conoce a Paulina Villegas; los bancos y su ROA; Pérez-Llorca; “La Oficina”; Canva; Tesla semi; smartphone de Amazon; patentes de Walmart; lo que cuesta la guerra,https://www.whitepaper.mx/p/whitepaper-hoy-17e,whitepaper-hoy-17e,only_paid,1304,True,False,
2026-03-19,"Whitepaper, Hoy",Otra fibra que todos quieren; música en México; planes de Alsea; el comité directivo de Bimbo; Tramontina y Mitsubishi Motors; GA y Banamex; Apple y AI; Nvidia; Meta en Fifth; JP Morgan y Tom Brady,https://www.whitepaper.mx/p/whitepaper-hoy-a42,whitepaper-hoy-a42,only_paid,1469,True,False,
2026-03-18,"Whitepaper, Hoy",Grupo Corporativo Papelera; Lululemon en México; digitalización de las remesas; Herbalife; entrevista a Pablo Elek; Texas; Cotopaxi; jubilados; El Pollo Loco en EUA; spotlight en Liquid I.V.,https://www.whitepaper.mx/p/whitepaper-hoy-b76,whitepaper-hoy-b76,only_paid,1345,True,False,
2026-03-17,"Whitepaper, Hoy",Vitro y sus negocios; comida mexicana a nivel global; T1; Dollar General en México; BYD; movimientos clave; Portafolio de Negocios; más gimnasios que tiendas; King’s League; reportes trimestrales; TJX,https://www.whitepaper.mx/p/whitepaper-hoy-e15,whitepaper-hoy-e15,only_paid,1544,True,False,
2026-03-13,"Whitepaper, Hoy",Blindados en Hidalgo; acciones para empleados de 3B; conoce a Cynthia Kleinbaum; Smurfit Westrock; lo que invierten las grandes; Dog Haus en Mérida; crédito privado; Jo Malone; revistas de diseño,https://www.whitepaper.mx/p/whitepaper-hoy-5ae,whitepaper-hoy-5ae,only_paid,1438,True,False,
2026-03-12,"Whitepaper, Hoy",Bajaj MotoDrive; Cemex en Colombia; inversión extranjera en la Liga MX; Klöckner; La Comer en Yucatán; Uber Elite; pérdidas de Honda; Cybercab; Global Entry; 'fashiontainment',https://www.whitepaper.mx/p/whitepaper-hoy-b51,whitepaper-hoy-b51,only_paid,1520,True,False,
2026-03-11,"Whitepaper, Hoy",Resultados IUSA; la ronda de Handle; BBVA y los neobancos; Leggett & Platt; VW y los aranceles; World's Billionaires List; bodegas en EUA; ingresos de YouTube; 'trophy wives'; spotlight en Florsheim,https://www.whitepaper.mx/p/whitepaper-hoy-c49,whitepaper-hoy-c49,only_paid,1413,True,False,
2026-03-10,"Whitepaper, Hoy","KIO y su data center; Whirlpool; TICSA y Argos; la carne seca; Krispy Kreme; producción de autos por cada 1,000 personas; air taxis en EUA; ExxonMobil; Lindt y GLP-1; las fábricas de Lego",https://www.whitepaper.mx/p/whitepaper-hoy-9e2,whitepaper-hoy-9e2,only_paid,1459,True,False,
2026-03-09,"Whitepaper, Hoy",Serviacero; Saint-Gobain y Cemix; movimientos clave; botanas; Sephora; Zacua Ventures; los millonarios de Roblox; Apollo y el Atlético de Madrid; AI y las consultoras; de la historia -cuando llegó HEB,https://www.whitepaper.mx/p/whitepaper-hoy-aee,whitepaper-hoy-aee,only_paid,1269,True,False,
2026-03-06,"Whitepaper, Hoy",Sanofi; el DG de GBM; Zebra Technologies; Conoce a Caroline Merin; Brown Forman; situación en Dubai; el ‘Succession’ italiano; Texas Roadhouse; la valuación de Quince; Scout Motors; ingresos de la F1,https://www.whitepaper.mx/p/whitepaper-hoy-69c,whitepaper-hoy-69c,only_paid,1432,True,False,
2026-03-05,"Whitepaper, Hoy",ASUR US; $195M para Ualá; Wendy's en México; Empresas Copec; Kabla; AutoZone; Abogados de M&A en EUA; las descendientes de GE; aranceles; Lux Capital,https://www.whitepaper.mx/p/whitepaper-hoy-ca3,whitepaper-hoy-ca3,only_paid,1547,True,False,
2026-03-04,"Whitepaper, Hoy",Fresnillo; dividendos; Eight Sleep; Alpek; Flex en Aguascalientes; VEMO en Monterrey; Eddie Bauer; Vail Resorts; Meta y el WSJ; los resultados de Ross; contrataciones en Whoop; spotlight en ICONIQ,https://www.whitepaper.mx/p/whitepaper-hoy-b57,whitepaper-hoy-b57,only_paid,1394,True,False,
2026-03-03,"Whitepaper, Hoy","Las de $35,000 millones; el Buró; pronóstico de BBVA; entrevista al CFO de Fibra Shop; Carter’s en México; Circle K; Samtech; plant-based meat; Life360; deuda y tech; tráfico en tiendas",https://www.whitepaper.mx/p/whitepaper-hoy-e50,whitepaper-hoy-e50,only_paid,1776,True,False,
2026-03-02,"Whitepaper, Hoy",IPC; TelevisaUnivision y ViX; la ronda de TESS; Estado Natural; jugadores en Codere; movimientos clave; Bloomingdale’s; The Sphere; BYD en China; Steve Schwarzman y David Zaslav; VCs,https://www.whitepaper.mx/p/whitepaper-hoy-427,whitepaper-hoy-427,only_paid,1768,True,False,
2026-02-27,"Whitepaper, Hoy",Resultados de Bimbo y de Chedraui; TV Azteca y AHMSA; conoce a Fernanda Sainz; Leoni en Durango; Fibra Monterrey; Hyrox; Pokémon; 'set-jetting',https://www.whitepaper.mx/p/whitepaper-hoy-de2,whitepaper-hoy-de2,only_paid,1487,True,False,
2026-02-26,"Whitepaper, Hoy",Cemex; resultados de Femsa; Prologis y Macquarie; Elektra; Klar Empresarial; Cicada; utilidades de Nvidia; Agentforce; transacciones secundarias; Cava; refunds por aranceles; emigrando desde EUA,https://www.whitepaper.mx/p/whitepaper-hoy-b59,whitepaper-hoy-b59,only_paid,1534,True,False,
2026-02-25,"Whitepaper, Hoy",Resultados de Mercado Libre; Grupo Diagnóstico Aries en Florida; Volaris; venture capital en México; Humand; GA y ByteDance; fundador de Shein; spotlight en Rhode Beauty,https://www.whitepaper.mx/p/whitepaper-hoy-f7f,whitepaper-hoy-f7f,only_paid,1445,True,False,
2026-02-24,"Whitepaper, Hoy",Liverpool; los nuevos socios de Banamex; Topo Chico en EUA; Colgate-Palmolive; inversiones en Hidalgo y en Colima; Axtel; Apple en Houston; exportaciones de vino de EUA; Domino's,https://www.whitepaper.mx/p/whitepaper-hoy-985,whitepaper-hoy-985,only_paid,1445,True,False,
2026-02-23,"Whitepaper, Hoy",Soriana; Prosa y Visa; movimientos clave; aranceles; consejo de El Palacio de Hierro; Grupo Crown Roof Tiles; Grupo Hotelero Santa Fe; HALO; Global Entry; Aritzia; American Girl; utilidades de bancos,https://www.whitepaper.mx/p/whitepaper-hoy-583,whitepaper-hoy-583,only_paid,1414,True,False,
2026-02-20,"Whitepaper, Hoy",Gruma; el destino de las exportaciones de EUA; PPG en México; Endeavor Catalyst; Conoce a Paloma Gutiérrez; Mula de 5’s; New Balance; Aston Martin; Live Nation; talento en family offices,https://www.whitepaper.mx/p/whitepaper-hoy-4cd,whitepaper-hoy-4cd,only_paid,1352,True,False,
2026-02-19,"Whitepaper, Hoy",Las ventas de Walmex; Ternium; Park Life; Plata Card; Entre negocios y deportes -Pádel; el cine; dividendo de Hérdez; abogados en EUA; Wingstop: 10x de Benchmark; Robinhood; compensación de consejeros,https://www.whitepaper.mx/p/whitepaper-hoy-1b5,whitepaper-hoy-1b5,only_paid,1453,True,False,
2026-02-18,"Whitepaper, Hoy",Aeroméxico; Mondelēz; 'Leyendas' en Guadalajara; deuda de las Fibras; Planet Fitness; birria en EUA; Buffett y el New York Times; retos de Stellantis; sucursales de JP Morgan; spotlight en Loewe,https://www.whitepaper.mx/p/whitepaper-hoy-e32,whitepaper-hoy-e32,only_paid,1472,True,False,
2026-02-17,"Whitepaper, Hoy",$300M para Kavak; L’Oréal; la ronda de EFEX; Bafar; lo que se gasta en viajes; Elastomer Solutions; cambiando al CEO; los Cisneros; todos hacia AI (incluyendo a Toto); el nuevo negocio de Ford,https://www.whitepaper.mx/p/whitepaper-hoy-277,whitepaper-hoy-277,only_paid,1402,True,False,
2026-02-16,"Whitepaper, Hoy","Mapfre en México; la planta en Silao; INVEX en FIBRAeMX; menos camiones; movimientos clave; la expansión de Sala de Despecho; 16,000 millonarios; H World; las palomitas",https://www.whitepaper.mx/p/whitepaper-hoy-4bd,whitepaper-hoy-4bd,only_paid,1312,True,False,
2026-02-13,"Whitepaper, Hoy",Coca-Cola Zero; gasto en publicidad; crece Tim Hortons; Conoce a Paulina Campos; inversiones automotrices; Ab InBev y Corona Cero; Erewhon; camiones autónomos; family offices muy activas,https://www.whitepaper.mx/p/whitepaper-hoy-738,whitepaper-hoy-738,only_paid,1173,True,False,
2026-02-12,"Whitepaper, Hoy",Sigma Foods; la planta de Aguascalientes; Nu; Day Pass; Artistic Milliners en Parras; smartglasses; Alpek y sus terrenos; juguetes para 'kidults'; Mistral; anuncios en ChatGPT; autos de colección,https://www.whitepaper.mx/p/whitepaper-hoy-913,whitepaper-hoy-913,only_paid,1440,True,True,
2026-02-11,"Whitepaper, Hoy","América Móvil y Carso; ""headwinds""; Heineken; acciones en la bolsa; la ronda de Lebane; bancos; Harley-Davidson; BlackRock; aeropuerto de El Paso; mariguana en EUA; spotlight en INEOS Automotive",https://www.whitepaper.mx/p/whitepaper-hoy-5a8,whitepaper-hoy-5a8,only_paid,1418,True,True,
2026-02-10,"Whitepaper, Hoy",Cemex Ventures; Vitro en EUA; Netafim; Gas Natural; Sabadell; movimientos clave; Uber y Getir; OpenAI para empresas; Hermès en Rodeo Drive; DeBeers; HBR y el impacto de AI en el trabajo,https://www.whitepaper.mx/p/whitepaper-hoy-3b4,whitepaper-hoy-3b4,only_paid,1852,True,False,
2026-02-09,"Whitepaper, Hoy",Planes de Coppel; bonos de empresas mexicanas; OMA dentro de Vinci; Maersk; inversiones japonesas; las papas de Robegrill; Amazon y Anthropic; Philip Morris; Taco Bell; colegiaturas en NYC,https://www.whitepaper.mx/p/whitepaper-hoy-6b1,whitepaper-hoy-6b1,only_paid,1385,True,False,
2026-02-06,"Whitepaper, Hoy",Cemex; Farmacias del Ahorro; créditos y acreditados; Santander; turismo médico; conoce a Paola Argote; Alpek en EUA; INTERprotección; CAPEX de las tech; pollo rostizado en Costco; tercera generación,https://www.whitepaper.mx/p/whitepaper-hoy-9f3,whitepaper-hoy-9f3,only_paid,1458,True,False,
2026-02-05,"Whitepaper, Hoy","Resultados de BBVA; Numaris y Linzor; Meade en HSBC; La NFL y el Super Bowl en México; Pizzas Plaza; Modelez, O’Reilly y Match; carreteras; Naranja X; Alphabet; NY Times vs Washington Post",https://www.whitepaper.mx/p/whitepaper-hoy-bb0,whitepaper-hoy-bb0,only_paid,1669,True,False,
2026-02-04,"Whitepaper, Hoy",IPC; inversiones de GAP; la ronda de Tapi; dmX; K&S en Aguascalientes; cambios en Hérdez; Swatch; mexicanos en Canadian Premier League; botas con casquillo; Disney; Walmart; spotlight en Vivobarefoot,https://www.whitepaper.mx/p/whitepaper-hoy-0b3,whitepaper-hoy-0b3,only_paid,1574,True,False,
2026-02-03,"Whitepaper, Hoy",Givaudan en Querétaro; Kings League; el CFO de América Móvil; rutas más populares; OXXO Brasil; Ryder; movimientos clave; Vista Energy; aranceles; tiendas Eddie Bauer; plataformas de apuestas,https://www.whitepaper.mx/p/whitepaper-hoy-dbe,whitepaper-hoy-dbe,only_paid,2377,True,False,
2026-01-30,"Whitepaper, Hoy",Munters; Market Cap de empresas de la BMV; Leracom AI; Conoce a: Edith Pavón; Aguas de Lourdes; PicPay; las empresas de Elon; Apple; Nu en EUA; Hoka; Waabi; el documental de Melania,https://www.whitepaper.mx/p/whitepaper-hoy-24e,whitepaper-hoy-24e,only_paid,1403,True,False,
2026-01-29,"Whitepaper, Hoy",Banorte; paraderos de Gasomax; Refurbi; exportaciones; Maka Recetas; depósitos en la banca comercial; resultados Meta; Allbirds; vuelven las SPACs; Models S y X; posicionar a México,https://www.whitepaper.mx/p/whitepaper-hoy-94c,whitepaper-hoy-94c,only_paid,1258,True,False,
2026-01-28,"Whitepaper, Hoy",Grupo México; apartamentos en Miami; Banregio y Hey; GCC; adquisiciones de search funds; La Europea; resultados LVMH; anuncios de Meta; Chernin; tiendas Amazon; spotlight en La La Land Kind Cafe,https://www.whitepaper.mx/p/whitepaper-hoy-e92,whitepaper-hoy-e92,only_paid,1879,True,False,
2026-01-27,"Whitepaper, Hoy",Nestlé en Silao; menos shopping en Texas; Tuhabi y Pulppo; paletas de Kekala; J. García López; Pinterest en México; Delvy y Legal Mind; Alfred; Anta Sports y Puma; Zoom y Anthropic; Ryanair,https://www.whitepaper.mx/p/whitepaper-hoy-c46,whitepaper-hoy-c46,only_paid,1461,True,False,
2026-01-26,"Whitepaper, Hoy",Bodegas en CDMX y GDL; tequila; mineras en México; el organigrama de Sigma; Abbot en Querétaro; movimientos clave; Mapfre; más abogados; Fogo de Chão; ropa de ON; OpenAI vs OnlyFans,https://www.whitepaper.mx/p/whitepaper-hoy-536,whitepaper-hoy-536,only_paid,1187,True,False,
2026-01-23,"Whitepaper, Hoy",Essity y Kimberly Clark; conoce a Estefanía Lotfe; McCormick; Polaris; licencias bancarias para Ford y GM; cerveza stout; TikTok USA; Waymo en Miami; la venta de Brex,https://www.whitepaper.mx/p/whitepaper-hoy-362,whitepaper-hoy-362,only_paid,1080,True,False,
2026-01-22,"Whitepaper, Hoy",Cruceros; Astellas Pharma; KPIs de la banca; Búho; la industria del golf en México; Delta Tecnic; recortes en las tech; Fresnillo en Canadá; seguridad para CEOs; Jamie Dimon; Chip Wilson vs el board,https://www.whitepaper.mx/p/whitepaper-hoy-af2,whitepaper-hoy-af2,only_paid,1403,True,False,
2026-01-21,"Whitepaper, Hoy",Santacruz Silver; Esentia Energy; los ingresos de los colegios; Mattel; Pomelo; Tapatío Hot Sauce; la tiendota de Amazon; BYD en Europa; Warner Bros y sus banqueros; Davos; spotlight en Polène,https://www.whitepaper.mx/p/whitepaper-hoy-a5d,whitepaper-hoy-a5d,only_paid,1304,True,False,
2026-01-20,"Whitepaper, Hoy",BeFra y Tupperware; la planta de AHMSA; Editorial Trillas; Carso y Lukoil; Plásticos Durex; transacciones secundarias; Meliá; Lamborghini; Musk y el CEO de Ryanair; Goodwill; las de más de 100 años,https://www.whitepaper.mx/p/whitepaper-hoy-5e1,whitepaper-hoy-5e1,only_paid,1330,True,False,
2026-01-19,"Whitepaper, Hoy",'The Most Interesting Man in the World'; GM en Ramos; movimientos clave; CryoHoldco; Ridian; ghostwriters en LinkedIn; privados en corporativos; Walmart Fashion; nacimientos en China; Noma en LA,https://www.whitepaper.mx/p/whitepaper-hoy-62e,whitepaper-hoy-62e,only_paid,1444,True,False,
